key,answer,alt,audio_prompt
el payaso, clown, la payasa,sustantivos/220.mp3
la paz, peace,,sustantivos/221.mp3
la pelea, fight,,sustantivos/222.mp3
la película, movie,,sustantivos/223.mp3
el peligro, danger,,sustantivos/224.mp3
la pena, pity / shame / pain, “no vale la pena” it’s not worth it,sustantivos/225.mp3
el pensamiento, thought,,sustantivos/226.mp3
el periódico, newspaper,,sustantivos/227.mp3
el personaje, character/personage,,sustantivos/228.mp3
el pie, foot,,sustantivos/229.mp3
la pista, clues/course/lane/track,,sustantivos/230.mp3
el placer, pleasure,,sustantivos/231.mp3
la pluma, feather/pen,,sustantivos/232.mp3
el poeta, poet, la poeta,sustantivos/233.mp3
el polvo, dust/powder,,sustantivos/234.mp3
la posibilidad, possibility,,sustantivos/235.mp3
la posición, position,,sustantivos/236.mp3
el pueblecito, small village,,sustantivos/237.mp3
el puente, bridge,,sustantivos/238.mp3
la puerta, door,,sustantivos/239.mp3
la práctica, practice,,sustantivos/240.mp3
el precio, price,,sustantivos/241.mp3
el premio, prize/award,,sustantivos/242.mp3
el principio, beginning,,sustantivos/243.mp3
el problema, problem,,sustantivos/244.mp3
el proceso, process,,sustantivos/245.mp3
la producción, production,,sustantivos/246.mp3
la profesión, profession,,sustantivos/247.mp3
el programa, program,,sustantivos/248.mp3
el propósito, purpose,,sustantivos/249.mp3
la protección, protection,,sustantivos/250.mp3
el quehacer, task/job/todo, “lista de quehacer”,sustantivos/251.mp3
el rato, time / a while, “un rato” for awhile,sustantivos/252.mp3
la razón, reason,,sustantivos/253.mp3
la realidad, reality,,sustantivos/254.mp3
el recado, message,,sustantivos/255.mp3
la red, network/hairnet,,sustantivos/256.mp3
las reglas, rules,,sustantivos/257.mp3
el reloj, clock/watch,,sustantivos/258.mp3
el rescate, rescue,,sustantivos/259.mp3
la respuesta, answer,,sustantivos/260.mp3
el resultado, result,,sustantivos/261.mp3
la revista, magazine,,sustantivos/262.mp3
la revolución, revolution,,sustantivos/263.mp3
la ropa, clothes,,sustantivos/264.mp3
la rueda, wheel,,sustantivos/265.mp3
el ruido, noise,,sustantivos/266.mp3
el rumbo, course,,sustantivos/267.mp3
la ruta, route,,sustantivos/268.mp3
el saber, knowledge,,sustantivos/269.mp3
la sala, lounge,,sustantivos/270.mp3
la salida, exit,,sustantivos/271.mp3
el salón, hall/living room/,,sustantivos/272.mp3
el salvo, safe,,sustantivos/273.mp3
la sección, section,,sustantivos/274.mp3
el sector, sector,,sustantivos/275.mp3
la sed, thirst,,sustantivos/276.mp3
la selección, selection,,sustantivos/277.mp3
la semana, week,,sustantivos/278.mp3
la señal, signal,,sustantivos/279.mp3
el servicio, service,,sustantivos/280.mp3
la sien, temple,,sustantivos/281.mp3
la silla, seat/chair,,sustantivos/282.mp3
el sofa, sofa,,sustantivos/283.mp3
la solución, solution,,sustantivos/284.mp3
la sombra, share,,sustantivos/285.mp3
la sonrisa, smile,,sustantivos/286.mp3
la suerte, chance/luck,,sustantivos/287.mp3
el suéter, sweater,,sustantivos/288.mp3
el suelo, ground/floor/soil,,sustantivos/289.mp3
la suma, addition,,sustantivos/290.mp3
el sur, south,,sustantivos/291.mp3
el tamaño, size,,sustantivos/292.mp3
la tarea, task/job,,sustantivos/293.mp3
la tarjeta, card,,sustantivos/294.mp3
el teatro, theater house,,sustantivos/295.mp3
la tienda, store/shop,,sustantivos/296.mp3
el tema, subject,,sustantivos/297.mp3
el temor, fear,,sustantivos/298.mp3
el temple, mood/temper, temperament,sustantivos/299.mp3
el templo, temple,,sustantivos/300.mp3
la tensión, tension,,sustantivos/301.mp3
el término, term/end/conclusion,,sustantivos/302.mp3
el testigo, witness/control/indicator light,,sustantivos/303.mp3
el tiempo, time/weather,,sustantivos/304.mp3
las tijeras, scissors,,sustantivos/305.mp3
el título, title,,sustantivos/306.mp3
el tipo, type/kind,,sustantivos/307.mp3
la tonelada, ton,,sustantivos/308.mp3
la torre, towers,,sustantivos/309.mp3
la traduccion, translation,,sustantivos/310.mp3
el tráfico, traffic,,sustantivos/311.mp3
el traje, suit,,sustantivos/312.mp3
la vacación, holiday/vacation,,sustantivos/313.mp3
el vecino, neighbor,,sustantivos/314.mp3
el vegetal, vegetable,,sustantivos/315.mp3
la ventana, window,,sustantivos/316.mp3
la verdad, truth,,sustantivos/317.mp3
el vestido, dress,,sustantivos/318.mp3
la vez, time/occurrance, “la primera vez” / “la segunda vez”,sustantivos/319.mp3
el viaje, trip,,sustantivos/320.mp3
la video, life,,sustantivos/321.mp3
la visión, vision,,sustantivos/322.mp3
